State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Yield_tonnes_per_hectare
Haryana,District_38,Zaid,Maize,Alluvial,427.7,17.2,68.4,290.1,6.3,Canal,Wheat,High,2.03
Rajasthan,District_32,Rabi,Pulses,Loamy,140.5,33.7,90.9,165.8,7.5,Sprinkler,Wheat,Low,1.15
Maharashtra,District_9,Zaid,Maize,Sandy,1517.0,24.6,74.0,253.4,6.4,Sprinkler,Pulses,High,2.44
Rajasthan,District_10,Rabi,Pulses,Sandy,112.2,21.4,62.9,81.5,5.4,Rainfed,Rice,Low,0.86
Maharashtra,District_34,Kharif,Cotton,Alluvial,,29.3,65.7,,7.3,Sprinkler,Sugarcane,High,1.85
Tamil Nadu,District_7,Zaid,Pulses,Black,1138.6,16.7,48.2,152.0,7.3,Tubewell,Pulses,Low,1.21
Maharashtra,District_29,Zaid,Pulses,Sandy,816.1,30.7,81.4,170.8,7.3,Drip,Wheat,Low,1.29
Tamil Nadu,District_18,Rabi,Wheat,Sandy,1201.8,29.7,89.7,112.8,6.8,Canal,Wheat,High,2.82
Karnataka,District_39,Rabi,Wheat,Sandy,1447.3,24.5,48.1,181.0,6.2,Rainfed,Maize,Low,3.45
Rajasthan,District_26,Rabi,Pulses,Loamy,499.3,18.6,45.0,158.9,7.1,Drip,Cotton,Low,1.41
West Bengal,District_28,Rabi,Pulses,black,,18.9,46.0,114.7,5.8,Rainfed,Maize,Low,1.17
Assam,District_17,Kharif,Rice,Loamy,987.0,23.7,66.2,142.7,6.4,Sprinkler,Pulses,Low,3.46
Punjab,District_16,Kharif,Maize,Sandy,987.0,19.9,61.0,307.3,5.6,Sprinkler,Sugarcane,Low,2.46
Rajasthan,District_7,Kharif,Maize,Black,167.7,34.4,73.5,169.5,7.5,Canal,Maize,Low,2.03
Karnataka,District_41,Kharif,Cotton,Red,2023.7,32.6,47.0,119.9,6.2,Drip,Wheat,Low,1.87
Punjab,District_4,Zaid,Maize,Sandy,1400.0,21.6,84.0,241.6,7.8,Drip,Maize,Low,2.38
Assam,District_7,Rabi,Wheat,Loamy,951.0,27.4,49.7,95.1,6.4,Sprinkler,Rice,Medium,2.75
Odisha,District_41,Rabi,Wheat,Red,1869.3,33.7,89.9,171.9,5.6,Drip,Sugarcane,Low,3.18
Gujarat,District_3,Zaid,Pulses,Sandy,1365.1,17.3,78.3,191.1,7.5,Drip,Wheat,Low,1.29
Maharashtra,District_33,Kharif,Cotton,Red,662.6,16.9,82.7,233.3,5.8,Canal,Sugarcane,Low,2.07
Karnataka,District_45,Rabi,Pulses,Sandy,732.4,32.8,71.4,187.0,5.3,Tubewell,Maize,Low,1.1
Maharashtra,District_7,Rabi,Pulses,Red,1972.7,16.1,51.7,150.8,6.6,Sprinkler,Wheat,Medium,1.28
Rajasthan,District_31,Kharif,Cotton,Black,381.3,27.5,60.6,106.8,7.4,Rainfed,Maize,Low,2.05
West Bengal,District_14,Kharif,Rice,Sandy,685.9,26.3,60.9,107.7,6.9,Tubewell,Sugarcane,High,2.98
Odisha,District_13,Zaid,Pulses,Alluvial,1652.4,24.7,89.5,158.4,6.1,Canal,Pulses,Low,1.46
Maharashtra,District_36,Rabi,Wheat,Loamy,,17.6,64.5,228.0,6.7,Drip,Cotton,Low,4.25
Punjab,District_16,Kharif,Rice,Black,1596.6,30.6,80.1,275.8,7.4,Canal,Pulses,Low,4.08
Rajasthan,District_8,Zaid,Pulses,Red,468.3,21.5,64.7,166.5,6.1,Rainfed,Sugarcane,Medium,1.46
Gujarat,District_30,Kharif,Cotton,Loamy,844.8,35.0,92.9,205.7,7.1,Canal,Sugarcane,Medium,1.82
Assam,District_19,Rabi,Wheat,Alluvial,827.2,27.2,56.5,62.0,5.3,Tubewell,Rice,Medium,2.68
Meghalaya,District_31,Rabi,Pulses,Red,1527.2,15.6,89.7,118.4,5.6,Canal,Sugarcane,Medium,1.39
Haryana,District_22,Rabi,Wheat,Red,1419.5,27.0,55.9,230.4,7.7,Tubewell,Sugarcane,High,2.56
Karnataka,District_9,Zaid,Pulses,Loamy,786.3,29.3,82.3,175.0,5.9,Rainfed,Pulses,Low,1.29
Tamil Nadu,District_39,Zaid,Pulses,Black,2405.6,17.4,68.8,120.0,6.8,Rainfed,Cotton,High,0.95
West Bengal,District_20,Rabi,Pulses,Black,631.3,27.4,90.0,200.2,5.4,Canal,Pulses,High,0.99
Odisha,District_15,Rabi,Wheat,Alluvial,1541.3,30.3,53.3,159.3,6.8,Sprinkler,Pulses,Medium,3.6
Haryana,District_32,Kharif,Rice,Black,1025.4,37.4,77.5,300.7,6.7,Rainfed,Maize,Low,3.98
Rajasthan,District_27,Zaid,Pulses,Loamy,205.2,21.2,64.8,164.2,7.6,Rainfed,Sugarcane,Low,1.1
Punjab,District_2,Kharif,Rice,Black,767.7,17.9,81.6,290.9,7.2,Sprinkler,Maize,Medium,3.62
West Bengal,District_48,Kharif,Rice,Alluvial,2032.2,24.0,52.9,,7.7,Canal,Pulses,Low,3.22
Karnataka,District_8,Rabi,Wheat,Alluvial,1455.5,17.2,52.3,149.0,,Sprinkler,Maize,Medium,3.1
Karnataka,District_39,Zaid,Maize,Sandy,1474.1,21.9,75.8,216.4,5.4,Rainfed,Rice,High,2.13
Punjab,District_10,Kharif,Cotton,Black,1193.2,15.2,60.8,258.3,5.5,Tubewell,Rice,Low,2.44
West Bengal,District_10,Zaid,Maize,Red,1086.8,28.4,94.7,122.5,6.6,Sprinkler,Maize,Medium,2.06
Punjab,District_36,Kharif,Cotton,Sandy,1469.8,31.3,86.8,219.4,5.8,Canal,Pulses,High,1.83
Assam,District_39,Kharif,Maize,sandy,1237.1,22.1,60.2,156.5,6.6,Drip,Pulses,Medium,2.88
Gujarat,District_48,Rabi,Wheat,Sandy,2249.8,36.5,79.2,252.5,7.5,Tubewell,Rice,Low,3.59
Odisha,District_21,Zaid,Maize,Red,1552.8,34.9,69.3,190.4,5.3,Drip,Rice,High,2.17
Maharashtra,District_48,Kharif,Cotton,Loamy,1311.1,32.1,56.5,196.4,5.4,Tubewell,Pulses,Medium,2.23
Odisha,District_14,Zaid,Pulses,Red,1301.2,17.2,70.2,194.3,7.7,Rainfed,Pulses,Low,1.57
Odisha,District_22,Zaid,Pulses,Alluvial,,20.5,71.7,143.2,6.1,Drip,Wheat,Low,1.13
Uttar Pradesh,District_40,Kharif,Maize,Red,737.4,15.6,78.3,231.7,7.5,Drip,Rice,Low,2.22
Odisha,District_37,Kharif,Rice,Alluvial,823.5,15.6,54.8,92.1,6.9,Rainfed,Pulses,Medium,3.5
Haryana,District_40,Kharif,Maize,Alluvial,1135.1,32.6,79.5,240.2,7.5,Rainfed,Pulses,High,2.4
Assam,District_35,Rabi,Pulses,Loamy,413.5,30.7,94.8,133.5,6.2,Tubewell,Maize,Low,1.52
Uttar Pradesh,District_36,Rabi,Wheat,Sandy,757.8,22.7,66.6,196.4,,Drip,Pulses,Medium,3.0
Karnataka,District_40,Kharif,Cotton,Black,584.3,33.6,75.3,158.8,6.7,Sprinkler,Sugarcane,Low,2.17
Karnataka,District_9,Kharif,Maize,Red,1165.9,16.4,47.2,235.1,,Sprinkler,Pulses,Low,2.53
Karnataka,District_3,Rabi,Wheat,Black,888.1,33.9,94.0,235.2,7.2,Drip,Wheat,Medium,3.23
Gujarat,District_24,Zaid,Maize,Sandy,1757.3,17.0,86.9,155.0,6.4,Drip,Sugarcane,Medium,2.26
Uttar Pradesh,District_36,Kharif,Maize,Red,1271.3,26.4,65.6,216.3,7.3,Sprinkler,Sugarcane,Low,3.04
Meghalaya,District_8,Kharif,Rice,Red,973.4,33.0,87.7,127.6,7.1,Canal,Wheat,Low,4.15
Haryana,District_46,Zaid,Pulses,Red,2024.4,27.7,45.4,199.9,7.0,Canal,Sugarcane,Medium,1.09
Haryana,District_44,Zaid,Maize,Alluvial,1018.0,25.7,56.9,197.5,6.8,Canal,Wheat,Low,2.41
Maharashtra,District_39,Kharif,Cotton,Black,1948.6,35.1,54.6,159.7,5.3,Tubewell,Pulses,High,2.0
Odisha,District_9,Zaid,Maize,Black,1362.1,33.0,69.2,122.4,6.9,Drip,Maize,Medium,2.68
Gujarat,District_11,Zaid,Pulses,Red,1679.5,24.2,49.4,133.9,7.1,Rainfed,Maize,Low,1.35
Odisha,District_2,Zaid,Maize,Sandy,1620.4,32.2,57.5,143.2,7.0,Rainfed,Rice,Medium,3.09
Rajasthan,District_12,Zaid,Pulses,Red,127.4,34.1,58.6,111.9,5.6,Sprinkler,Maize,Low,1.17
Maharashtra,District_32,Kharif,Cotton,Alluvial,,32.5,54.1,232.0,6.7,Canal,Sugarcane,Low,2.7
Tamil Nadu,District_28,Zaid,Pulses,Red,665.0,19.3,57.5,162.3,6.9,Tubewell,Rice,High,1.1
Odisha,District_39,Kharif,Rice,Loamy,666.5,36.8,56.6,174.0,6.5,Tubewell,Maize,Low,3.81
Rajasthan,District_26,Kharif,Rice,Alluvial,100.3,33.8,71.6,171.7,6.2,Rainfed,Wheat,Low,3.62
Punjab,District_32,Rabi,Wheat,Black,1580.3,23.3,79.2,240.0,6.3,Sprinkler,Wheat,High,3.05
Maharashtra,District_29,Kharif,Cotton,Red,813.2,25.8,45.2,228.6,5.4,Tubewell,Wheat,Low,2.25
Haryana,District_34,Zaid,Maize,Sandy,1720.8,22.2,63.0,296.3,6.4,Sprinkler,Wheat,Medium,2.3
Odisha,District_3,Rabi,Pulses,Red,592.6,21.7,59.7,,6.0,Rainfed,Maize,High,0.94
Meghalaya,District_14,Zaid,Pulses,Alluvial,1746.9,18.3,55.4,87.3,6.1,Drip,Cotton,Low,1.42
Maharashtra,District_42,Rabi,Pulses,Red,1002.1,31.4,61.6,185.1,6.2,Tubewell,Rice,Low,1.54
Haryana,District_27,Kharif,Maize,Red,809.9,37.6,74.5,270.3,6.5,Sprinkler,Rice,High,1.99
Rajasthan,District_37,Zaid,Pulses,Loamy,97.0,27.9,84.3,91.4,7.1,Sprinkler,Wheat,Medium,0.96
Manipur,District_25,Rabi,Pulses,Black,1396.8,27.0,56.4,60.2,7.5,Rainfed,Rice,Low,1.23
Uttar Pradesh,District_23,Zaid,Maize,Sandy,646.0,23.5,93.8,177.6,6.3,Rainfed,Cotton,Medium,2.45
Gujarat,District_42,Kharif,Cotton,Loamy,1484.3,24.0,80.1,246.1,7.2,Sprinkler,Pulses,Medium,2.24
Karnataka,District_19,Kharif,Cotton,red,1020.0,25.7,81.6,118.0,5.7,Sprinkler,Cotton,Low,1.59
Karnataka,District_6,Rabi,Pulses,Black,,16.0,70.2,197.0,5.5,Sprinkler,Wheat,Low,1.16
Odisha,District_32,Kharif,Rice,red,1765.5,17.3,56.5,102.8,6.7,Rainfed,Pulses,Low,4.4
Odisha,District_11,Kharif,Cotton,Sandy,1442.2,34.6,69.1,123.6,6.9,Drip,Sugarcane,Low,2.17
Maharashtra,District_34,Rabi,Pulses,Red,1587.0,25.0,94.8,232.2,6.0,Sprinkler,Pulses,Low,1.6
Haryana,District_5,Kharif,Cotton,Sandy,687.3,37.1,82.9,289.0,7.3,Tubewell,Sugarcane,Low,2.02
Haryana,District_50,Kharif,Cotton,Sandy,739.5,32.3,84.9,179.4,5.4,Tubewell,Sugarcane,Low,1.81
Manipur,District_12,Rabi,Wheat,Alluvial,718.6,22.3,48.2,107.1,7.2,Drip,Rice,Low,2.85
Uttar Pradesh,District_13,Kharif,Cotton,Loamy,419.7,29.9,90.4,215.6,6.3,Tubewell,Maize,Medium,2.16
Maharashtra,District_40,Kharif,Cotton,Red,269.8,23.7,88.4,147.4,5.4,Rainfed,Cotton,Medium,1.39
Assam,District_36,Zaid,Pulses,Red,766.5,20.9,91.2,106.1,6.8,Tubewell,Rice,Medium,1.04
Gujarat,District_2,Kharif,Cotton,Black,,19.0,92.8,229.5,5.5,Rainfed,Rice,Medium,2.51
Gujarat,District_10,Rabi,Wheat,Black,647.4,22.6,88.3,239.4,7.2,Tubewell,Pulses,High,2.73
West Bengal,District_2,Kharif,Rice,Loamy,1034.5,21.2,69.4,194.8,5.8,Rainfed,Pulses,Low,3.88
Assam,District_49,Rabi,Pulses,Sandy,,24.6,88.6,106.5,5.7,Sprinkler,Sugarcane,Medium,1.06
Gujarat,District_44,Kharif,Maize,Red,1079.2,31.7,62.1,160.7,6.8,Canal,Pulses,Low,2.33
Rajasthan,District_9,Zaid,Pulses,Red,472.5,35.2,47.0,119.3,5.8,Drip,Maize,High,1.17
Assam,District_14,Zaid,Maize,loamy,,36.8,92.1,121.2,6.3,Drip,Pulses,High,2.23
Uttar Pradesh,District_34,Rabi,Wheat,Black,2012.8,20.2,81.6,261.3,7.1,Canal,Wheat,Medium,2.96
Rajasthan,District_32,Kharif,Rice,Loamy,712.6,32.2,62.3,114.2,5.5,Drip,Cotton,High,2.48
Uttar Pradesh,District_5,Rabi,Wheat,Red,1262.9,20.1,71.5,216.2,5.4,Sprinkler,Maize,High,2.72
Rajasthan,District_39,Kharif,Cotton,Red,227.1,29.3,75.0,176.3,5.3,Rainfed,Cotton,Low,1.84
Odisha,District_1,Kharif,Rice,Red,1469.9,17.6,63.5,188.7,6.4,Rainfed,Cotton,High,3.84
Karnataka,District_33,Kharif,Maize,Red,907.6,17.2,79.0,242.5,5.5,Drip,Rice,High,2.03
West Bengal,District_19,Zaid,Pulses,Loamy,896.2,33.1,90.6,171.8,7.0,Sprinkler,Maize,Low,1.48
Karnataka,District_33,Kharif,Maize,Black,3199.6,18.2,74.3,124.8,6.9,Tubewell,Sugarcane,Low,2.67
Gujarat,District_21,Zaid,Maize,Red,352.4,15.0,63.6,227.5,6.2,Rainfed,Wheat,High,2.43
Uttar Pradesh,District_44,Kharif,Cotton,Sandy,894.4,30.6,59.2,274.1,7.6,Rainfed,Wheat,Low,2.0
Gujarat,District_4,Kharif,Cotton,Alluvial,1019.5,37.6,76.2,200.5,6.2,Drip,Rice,Medium,2.23
Meghalaya,District_17,Kharif,Cotton,Alluvial,1573.0,33.3,64.4,72.9,6.8,Canal,Wheat,Medium,2.03
West Bengal,District_8,Rabi,Pulses,Alluvial,1013.7,31.6,91.5,139.9,6.2,Tubewell,Wheat,High,1.12
Haryana,District_42,Zaid,Maize,Red,1441.8,26.9,69.7,196.2,6.2,Rainfed,Pulses,Low,2.99
Tamil Nadu,District_32,Kharif,Rice,Red,2363.4,36.2,86.5,198.5,7.3,Tubewell,Cotton,Medium,3.25
Manipur,District_3,Rabi,Pulses,Alluvial,1415.2,15.0,83.6,72.8,6.4,Sprinkler,Cotton,Low,1.37
Uttar Pradesh,District_10,Kharif,Rice,Sandy,2154.2,19.9,76.5,178.4,6.4,Canal,Rice,High,2.76
West Bengal,District_27,Rabi,Wheat,Red,1818.6,24.9,49.8,150.9,6.9,Rainfed,Pulses,Medium,2.92
Meghalaya,District_36,Zaid,Maize,Sandy,915.8,34.0,47.4,118.1,,Rainfed,Cotton,Low,2.76
Punjab,District_9,Zaid,Maize,Alluvial,914.9,21.7,74.0,250.0,7.5,Canal,Pulses,Low,2.33
Manipur,District_1,Rabi,Wheat,Sandy,1273.2,25.8,71.0,107.9,7.3,Drip,Wheat,Low,3.52
Haryana,District_19,Kharif,Rice,Black,,35.2,93.2,,,Sprinkler,Cotton,Medium,3.23
Gujarat,District_15,Zaid,Pulses,Black,966.4,32.9,54.8,247.6,7.1,Tubewell,Pulses,Medium,1.16
Maharashtra,District_43,Kharif,Cotton,Red,671.3,27.3,80.9,194.1,5.9,Sprinkler,Rice,Low,2.15
Haryana,District_34,Kharif,Maize,Alluvial,2492.8,24.2,78.8,263.0,6.7,Tubewell,Sugarcane,Low,2.84
Manipur,District_32,Rabi,Wheat,Black,1167.8,26.8,85.3,,5.8,Drip,Sugarcane,Medium,2.76
West Bengal,District_19,Zaid,Pulses,Sandy,244.7,36.1,65.3,,6.4,Drip,Pulses,Medium,0.88
Haryana,District_41,Rabi,Wheat,Alluvial,1066.4,19.5,64.8,192.5,7.6,Rainfed,Rice,Low,2.74
Gujarat,District_31,Kharif,Cotton,Alluvial,1554.8,30.6,74.9,215.3,6.8,Tubewell,Wheat,Low,2.57
Assam,District_50,Zaid,Pulses,Loamy,1037.9,29.4,74.0,87.7,6.8,Rainfed,Sugarcane,Medium,1.09
Manipur,District_39,Zaid,Pulses,Alluvial,675.7,31.4,93.9,108.5,6.1,Tubewell,Wheat,High,1.16
Manipur,District_37,Kharif,Rice,Red,412.3,18.5,57.8,91.4,7.5,Sprinkler,Pulses,Medium,2.66
Odisha,District_5,Zaid,Maize,Red,758.9,21.9,78.9,,7.1,Rainfed,Wheat,High,1.98
Gujarat,District_10,Kharif,Cotton,Red,1169.9,21.4,75.6,163.7,5.6,Sprinkler,Cotton,Low,1.48
Punjab,District_11,Zaid,Pulses,Alluvial,1116.2,29.3,50.2,264.2,7.5,Canal,Rice,High,1.13
Manipur,District_7,Rabi,Wheat,Alluvial,1005.5,17.8,59.5,124.0,6.5,Rainfed,Maize,Low,3.48
Punjab,District_31,Zaid,Maize,red,461.1,35.3,69.1,259.5,7.4,Canal,Wheat,Low,2.61
Gujarat,District_14,Rabi,Pulses,Black,575.9,29.2,87.3,220.8,6.0,Rainfed,Rice,Low,1.09
West Bengal,District_17,Zaid,Maize,Loamy,679.8,28.7,50.1,132.7,6.7,Rainfed,Sugarcane,Medium,2.11
Maharashtra,District_49,Kharif,Rice,Alluvial,1160.0,18.5,80.8,133.2,7.2,Rainfed,Wheat,Medium,3.76
Manipur,District_49,Kharif,Rice,Red,593.2,21.4,67.4,123.1,6.8,Canal,Pulses,Low,4.39
Tamil Nadu,District_19,Kharif,Maize,Loamy,1257.4,30.0,80.6,144.3,6.3,Tubewell,Cotton,High,2.57
Uttar Pradesh,District_22,Zaid,Maize,Loamy,2043.5,18.7,82.6,,7.5,Canal,Cotton,Medium,2.16
Uttar Pradesh,District_36,Kharif,Maize,Sandy,,31.6,49.7,191.6,5.4,Sprinkler,Pulses,Low,2.77
Tamil Nadu,District_35,Rabi,Pulses,Sandy,1493.3,34.8,69.4,184.4,7.5,Drip,Sugarcane,Low,1.6
Haryana,District_30,Rabi,Wheat,sandy,2133.0,26.7,88.6,252.2,7.1,Sprinkler,Pulses,High,2.7
Karnataka,District_1,Kharif,Cotton,Loamy,1516.4,29.2,60.7,,5.8,Rainfed,Rice,Low,2.25
Maharashtra,District_46,Kharif,Cotton,Sandy,1225.3,32.5,63.4,175.9,6.5,Sprinkler,Sugarcane,Low,2.12
Haryana,District_1,Rabi,Wheat,Loamy,1490.4,31.5,61.6,308.0,6.2,Sprinkler,Rice,Medium,4.26
West Bengal,District_10,Kharif,Rice,Loamy,2035.9,33.2,89.5,200.8,6.1,Sprinkler,Cotton,Medium,3.18
Haryana,District_37,Rabi,Pulses,Sandy,2285.5,27.1,47.8,,6.5,Canal,Maize,Low,1.35
Haryana,District_32,Kharif,Cotton,Alluvial,181.4,20.9,55.7,197.0,6.3,Canal,Cotton,Medium,1.67
Tamil Nadu,District_5,Rabi,Wheat,Red,1701.5,22.9,71.2,129.8,6.8,Drip,Cotton,Low,3.78
Assam,District_18,Kharif,Rice,Black,905.5,34.2,84.1,81.2,6.0,Tubewell,Wheat,High,3.41
Gujarat,District_16,Zaid,Maize,Sandy,876.0,30.2,74.7,155.1,5.5,Sprinkler,Rice,Medium,2.45
Uttar Pradesh,District_12,Zaid,Maize,sandy,815.6,27.6,79.1,273.7,5.5,Rainfed,Sugarcane,Low,2.39
Gujarat,District_25,Rabi,Wheat,Black,1659.9,28.1,51.2,261.7,7.0,Rainfed,Cotton,Medium,3.14
Haryana,District_22,Kharif,Cotton,red,,31.3,87.6,287.4,5.9,Rainfed,Wheat,High,2.04
Uttar Pradesh,District_28,Zaid,Pulses,Alluvial,1978.8,26.5,82.1,278.2,7.3,Sprinkler,Sugarcane,High,1.26
Meghalaya,District_43,Kharif,Maize,Sandy,1020.3,30.8,70.9,127.9,7.6,Tubewell,Cotton,Medium,2.25
Karnataka,District_19,Zaid,Pulses,Alluvial,372.9,34.3,82.9,246.5,7.1,Rainfed,Sugarcane,Medium,1.13
Maharashtra,District_18,Kharif,Cotton,Sandy,,17.1,92.7,256.9,5.7,Tubewell,Rice,Low,1.87
Manipur,District_13,Zaid,Pulses,Loamy,537.4,17.5,63.1,68.0,7.7,Canal,Sugarcane,Low,1.09
Punjab,District_7,Kharif,Maize,Alluvial,887.5,33.8,73.3,241.9,7.4,Rainfed,Rice,Low,2.51
Maharashtra,District_15,Rabi,Pulses,Alluvial,947.2,20.4,76.3,230.5,6.2,Sprinkler,Maize,Medium,1.15
Punjab,District_16,Rabi,Pulses,Red,1391.2,33.0,84.6,218.7,,Tubewell,Maize,Low,1.26
Assam,District_42,Rabi,Pulses,Black,595.4,30.4,54.7,106.4,7.1,Tubewell,Sugarcane,Medium,1.06
Maharashtra,District_24,Zaid,Maize,Alluvial,1327.1,24.4,57.7,173.0,5.2,Sprinkler,Sugarcane,High,1.89
Assam,District_37,Kharif,Rice,Sandy,4832.25,33.8,85.2,268.56,5.8,Rainfed,Wheat,Low,4.06
Assam,District_32,Zaid,Pulses,Alluvial,1728.2,19.3,52.0,137.6,6.2,Rainfed,Pulses,Medium,1.35
Odisha,District_6,Rabi,Pulses,Alluvial,1318.2,27.5,61.5,171.3,6.2,Canal,Sugarcane,Low,1.52
Uttar Pradesh,District_45,Kharif,Cotton,Alluvial,937.2,18.3,72.8,194.4,7.5,Sprinkler,Wheat,Medium,1.69
Haryana,District_3,Rabi,Wheat,Black,1412.3,32.4,64.4,307.8,6.3,Drip,Maize,Low,4.12
Maharashtra,District_43,Kharif,Cotton,Alluvial,1119.5,34.6,67.5,231.0,5.7,Sprinkler,Pulses,High,1.82
Assam,District_47,Kharif,Cotton,Loamy,1171.4,34.0,69.3,120.1,6.8,Rainfed,Cotton,Medium,1.79
Gujarat,District_19,Zaid,Maize,Loamy,1433.6,37.4,89.2,197.1,,Sprinkler,Sugarcane,Low,2.33
Tamil Nadu,District_41,Zaid,Pulses,Alluvial,2283.3,21.1,65.6,121.6,7.5,Tubewell,Maize,High,0.83
Karnataka,District_19,Zaid,Pulses,Red,264.7,18.5,76.9,215.6,7.0,Sprinkler,Maize,High,0.83
Meghalaya,District_47,Kharif,Rice,Loamy,674.3,27.6,69.5,124.6,5.5,Tubewell,Maize,High,2.82
Uttar Pradesh,District_38,Kharif,Rice,Sandy,402.1,35.5,89.3,258.0,7.1,Tubewell,Rice,Low,3.34
Karnataka,District_21,Zaid,Maize,Sandy,1620.1,18.1,79.4,150.9,6.7,Canal,Wheat,High,2.58
Uttar Pradesh,District_21,Zaid,Maize,Sandy,943.7,33.2,72.7,212.7,7.4,Drip,Cotton,Low,2.21
West Bengal,District_2,Zaid,Maize,Loamy,420.8,28.4,65.2,108.8,6.8,Canal,Cotton,Low,2.69
West Bengal,District_10,Kharif,Maize,Loamy,941.5,24.7,65.3,149.0,7.1,Sprinkler,Wheat,Medium,2.57
Karnataka,District_5,Zaid,Pulses,Alluvial,717.3,22.4,72.7,158.0,7.2,Drip,Pulses,Medium,1.05
Uttar Pradesh,District_47,Zaid,Maize,Loamy,388.4,30.7,94.4,159.9,,Canal,Wheat,Medium,2.52
Tamil Nadu,District_39,Rabi,Pulses,Red,1637.4,21.2,92.0,192.6,5.6,Tubewell,Wheat,Low,1.56
Punjab,District_28,Zaid,Maize,Sandy,1269.5,18.5,59.7,207.7,6.6,Rainfed,Maize,Low,2.71
Haryana,District_8,Kharif,Rice,Black,1332.4,20.6,58.0,241.7,5.7,Rainfed,Pulses,Low,3.84
Karnataka,District_41,Rabi,Wheat,Loamy,838.7,28.4,91.2,118.8,5.6,Tubewell,Rice,High,2.36
Gujarat,District_23,Rabi,Pulses,Loamy,435.6,22.6,55.2,132.4,7.5,Canal,Maize,Medium,0.9
Assam,District_15,Kharif,Rice,Sandy,1036.5,37.6,71.8,96.1,5.8,Rainfed,Rice,Low,3.18
Gujarat,District_23,Kharif,Rice,Red,746.5,15.2,88.7,216.5,5.5,Rainfed,Pulses,Low,3.23
Assam,District_6,Kharif,Cotton,Red,648.8,21.6,90.0,119.4,5.5,Sprinkler,Rice,Low,1.94
Haryana,District_10,Zaid,Pulses,Red,388.3,19.6,48.2,254.6,5.6,Drip,Pulses,Medium,1.36
Manipur,District_16,Rabi,Wheat,Red,1286.4,17.8,45.2,65.0,5.5,Sprinkler,Pulses,High,2.78
Haryana,District_13,Zaid,Maize,Loamy,2371.5,35.5,61.3,226.5,7.8,Rainfed,Rice,Low,2.53
Haryana,District_9,Rabi,Wheat,Alluvial,3120.3,35.4,51.4,245.5,5.6,Rainfed,Pulses,High,2.69
Gujarat,District_32,Kharif,Maize,Black,1355.3,22.8,82.2,215.4,7.1,Sprinkler,Rice,Low,3.29
Tamil Nadu,District_11,Rabi,Pulses,Sandy,408.0,34.9,69.3,167.3,6.0,Sprinkler,Pulses,Low,1.19
Haryana,District_22,Zaid,Maize,Red,800.2,17.9,59.0,274.8,6.9,Rainfed,Rice,High,2.47
Rajasthan,District_11,Rabi,Pulses,Sandy,980.6,27.3,86.9,126.0,5.5,Rainfed,Sugarcane,Low,1.05
Maharashtra,District_25,Zaid,Maize,Black,1182.2,24.8,86.5,199.2,6.6,Canal,Pulses,Low,2.66
Haryana,District_17,Kharif,Rice,Red,953.8,19.1,72.6,302.5,6.7,Drip,Sugarcane,Low,4.31
Punjab,District_31,Rabi,Pulses,Alluvial,638.8,18.0,70.1,202.2,,Drip,Wheat,Low,1.22
West Bengal,District_36,Rabi,Pulses,Alluvial,782.5,23.5,45.8,109.8,6.9,Canal,Cotton,Low,1.09
Haryana,District_37,Zaid,Pulses,Black,1292.8,18.0,56.1,223.2,5.3,Sprinkler,Wheat,High,1.08
Meghalaya,District_46,Zaid,Maize,Black,,27.9,86.9,62.2,6.1,Drip,Wheat,Medium,2.76
Odisha,District_7,Rabi,Wheat,Sandy,695.8,27.0,84.4,173.7,6.4,Drip,Wheat,Low,3.87
Rajasthan,District_49,Rabi,Pulses,Black,441.9,30.9,70.5,102.6,5.7,Canal,Cotton,High,1.03
West Bengal,District_8,Rabi,Pulses,Black,716.8,18.3,75.4,133.2,7.3,Drip,Wheat,Low,1.31
Rajasthan,District_30,Rabi,Pulses,Sandy,480.2,21.4,54.7,83.4,6.6,Rainfed,Cotton,Medium,0.91
Haryana,District_44,Zaid,Pulses,Red,1842.6,34.5,48.4,187.7,6.0,Tubewell,Cotton,Low,1.33
Odisha,District_34,Kharif,Rice,Alluvial,1725.0,33.5,54.8,169.4,6.4,Sprinkler,Pulses,Low,4.63
Karnataka,District_15,Zaid,Pulses,Loamy,1009.9,30.4,77.5,227.9,7.0,Rainfed,Sugarcane,Low,1.37
Uttar Pradesh,District_31,Rabi,Wheat,Red,2766.6,15.9,72.3,189.3,5.7,Drip,Rice,Low,2.59
Gujarat,District_35,Rabi,Wheat,Loamy,2272.1,17.3,80.9,240.3,7.5,Canal,Cotton,Low,3.22
Assam,District_25,Zaid,Pulses,Black,1562.2,31.2,48.3,87.3,5.4,Tubewell,Maize,Low,1.2
Odisha,District_8,Zaid,Maize,Alluvial,1375.7,17.5,71.6,162.7,6.4,Tubewell,Pulses,Medium,2.87
Manipur,District_13,Rabi,Pulses,Red,1377.8,28.5,68.6,71.1,7.0,Drip,Sugarcane,High,1.24
Haryana,District_7,Kharif,Cotton,Sandy,1060.5,21.2,61.5,193.3,6.9,Rainfed,Pulses,Medium,1.97
Uttar Pradesh,District_22,Kharif,Cotton,Loamy,505.4,16.9,57.9,198.0,6.5,Sprinkler,Sugarcane,Low,1.91
