State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Soil_N,Soil_P,Soil_K,Irrigation_Frequency,Yield_tonnes_per_hectare
West Bengal,District_50,Rabi,Pulses,Black,1290.0,32.9,62.6,163.6,6.1,Rainfed,Sugarcane,Medium,187.6,84.9,69.4,4,1.24
West Bengal,District_1,Rabi,Cotton,Loamy,503.4,26.3,48.4,139.0,6.4,Drip,Pulses,Medium,89.3,48.3,70.4,2,1.88
Haryana,District_26,Zaid,Sugarcane,Alluvial,1079.9,22.4,85.0,200.5,7.1,Rainfed,Cotton,Medium,184.7,58.6,132.9,4,61.27
Manipur,District_32,Kharif,Maize,Sandy,1464.5,16.9,46.4,65.4,6.5,Drip,Rice,Medium,78.9,65.4,138.2,7,2.63
Odisha,District_39,Rabi,Maize,Loamy,963.2,15.9,79.7,70.0,6.1,Tubewell,Rice,Low,192.2,76.3,141.8,5,2.65
Maharashtra,District_38,Zaid,Maize,Sandy,1571.8,16.4,54.6,295.4,7.2,Rainfed,Maize,Low,50.7,87.1,61.1,1,2.88
Maharashtra,District_48,Zaid,Sugarcane,Sandy,1938.3,31.3,76.0,283.7,6.8,Tubewell,Pulses,Medium,158.0,84.9,51.7,6,76.59
Rajasthan,District_28,Rabi,Rice,Sandy,1253.7,18.0,87.8,231.9,5.5,Sprinkler,Rice,High,63.2,73.9,139.7,5,3.36
Punjab,District_9,Rabi,Wheat,Black,1389.7,31.1,66.1,149.5,6.2,Sprinkler,Wheat,Low,125.7,75.0,96.2,2,3.28
Maharashtra,District_32,Kharif,Cotton,Red,937.5,32.8,61.1,283.2,6.5,Sprinkler,Rice,Medium,155.6,80.4,80.1,6,2.28
Rajasthan,District_4,Zaid,Rice,Red,626.0,34.0,40.5,174.6,5.3,Rainfed,Rice,High,169.8,79.7,119.4,7,2.69
Haryana,District_39,Rabi,Maize,Alluvial,1732.3,22.6,62.6,204.4,7.7,Drip,Pulses,Medium,81.0,97.9,65.6,2,2.73
Punjab,District_43,Kharif,Rice,Alluvial,1964.8,15.3,79.8,299.0,6.5,Canal,Rice,High,131.3,28.5,77.5,4,3.83
Gujarat,District_17,Zaid,Wheat,Sandy,1953.0,37.3,44.5,296.3,7.4,Drip,Cotton,Medium,180.0,87.4,134.8,1,3.37
Manipur,District_32,Kharif,Pulses,Red,565.2,34.3,67.7,90.8,7.6,Rainfed,Wheat,High,120.7,81.9,44.8,9,0.83
Maharashtra,District_3,Kharif,Sugarcane,Sandy,1117.1,34.1,86.3,204.6,5.7,Sprinkler,Sugarcane,High,126.2,61.3,75.7,9,53.65
Assam,District_34,Kharif,Rice,Alluvial,1130.3,26.4,74.0,82.2,7.6,Rainfed,Sugarcane,High,115.4,79.9,113.4,3,3.2
Maharashtra,District_10,Kharif,Cotton,Sandy,1319.3,33.3,71.6,180.8,7.2,Canal,Wheat,Low,144.2,26.2,74.6,8,2.49
Punjab,District_35,Rabi,Maize,Black,999.4,25.1,42.7,101.7,5.6,Rainfed,Pulses,High,142.6,52.9,75.7,6,1.66
Manipur,District_5,Kharif,Pulses,Red,1889.5,16.3,75.8,115.3,6.9,Canal,Rice,High,58.8,39.8,56.9,7,1.05
Karnataka,District_39,Kharif,Pulses,Black,1548.5,20.0,51.1,122.5,6.4,Rainfed,Pulses,Medium,67.5,23.1,102.3,2,1.19
Punjab,District_37,Rabi,Sugarcane,Black,617.3,35.4,63.9,288.6,6.0,Rainfed,Rice,High,141.9,65.4,57.9,1,53.91
Uttar Pradesh,District_40,Zaid,Maize,Loamy,2136.9,20.6,62.6,281.5,6.7,Sprinkler,Rice,High,120.3,35.6,141.9,7,1.87
Meghalaya,District_36,Kharif,Pulses,Black,4226.2,33.3,49.0,114.0,7.5,Sprinkler,Pulses,Low,174.7,85.7,62.9,4,1.3
Gujarat,District_28,Rabi,Pulses,Loamy,1853.6,35.8,47.8,131.5,6.0,Canal,Pulses,Medium,72.7,89.8,85.4,1,1.22
Maharashtra,District_21,Zaid,Wheat,Sandy,2746.5,35.9,75.0,269.9,6.7,Canal,Wheat,High,154.7,72.5,88.5,1,3.51
Manipur,District_40,Kharif,Maize,Black,1136.0,27.6,58.3,104.1,6.9,Drip,Sugarcane,High,55.8,91.6,56.1,1,2.16
West Bengal,District_43,Rabi,Sugarcane,Red,967.3,29.4,76.8,132.1,5.4,Tubewell,Rice,Medium,125.6,58.9,72.5,8,57.96
Tamil Nadu,District_16,Zaid,Rice,Black,1919.0,22.7,66.5,161.2,6.7,Tubewell,Pulses,Medium,72.5,84.5,127.7,4,3.67
Manipur,District_40,Zaid,Sugarcane,Black,1351.5,19.4,80.5,180.5,6.9,Drip,Pulses,High,108.9,35.2,42.5,9,62.98
Punjab,District_33,Rabi,Wheat,Loamy,437.9,33.2,69.1,242.7,6.1,Tubewell,Rice,Low,148.0,69.3,59.1,4,3.19
Gujarat,District_6,Rabi,Rice,Red,1337.5,17.4,56.1,90.2,7.1,Sprinkler,Maize,High,198.0,72.4,67.4,1,3.42
Haryana,District_31,Kharif,Wheat,Alluvial,2219.7,17.4,44.5,256.1,7.8,Sprinkler,Cotton,Low,83.5,58.6,54.6,2,2.86
Punjab,District_29,Rabi,Maize,Loamy,2055.6,32.0,54.7,151.5,7.8,Drip,Rice,Medium,151.3,77.5,106.3,5,2.5
Karnataka,District_39,Zaid,Wheat,Sandy,847.2,28.1,82.4,263.6,7.3,Tubewell,Rice,High,110.3,49.5,135.6,8,3.25
West Bengal,District_21,Kharif,Rice,Sandy,1168.6,18.0,83.8,151.0,6.8,Drip,Maize,Medium,164.6,76.8,55.0,1,3.75
Punjab,District_16,Zaid,Maize,Sandy,1623.3,32.8,41.0,212.2,6.8,Canal,Wheat,Low,120.8,74.3,135.0,6,3.02
Maharashtra,District_34,Rabi,Rice,Loamy,1311.6,28.9,68.6,256.8,7.6,Drip,Rice,Medium,161.4,61.0,96.2,1,3.68
Karnataka,District_31,Kharif,Pulses,Red,1208.8,33.0,57.2,144.8,6.1,Tubewell,Cotton,High,75.3,36.6,61.7,3,1.06
Odisha,District_26,Rabi,Maize,Alluvial,2524.7,31.8,55.0,256.2,6.8,Rainfed,Sugarcane,Low,173.2,24.4,132.8,5,3.2
Maharashtra,District_45,Rabi,Cotton,Red,568.2,21.0,62.2,94.5,5.5,Rainfed,Maize,Low,199.1,26.3,61.0,9,1.9
West Bengal,District_29,Rabi,Cotton,Black,705.6,36.3,70.2,196.1,7.8,Rainfed,Maize,Medium,182.6,52.6,123.5,5,1.76
Rajasthan,District_9,Zaid,Sugarcane,Black,1086.7,34.6,72.1,151.6,6.5,Drip,Pulses,Medium,64.6,92.0,72.0,2,83.87
Karnataka,District_24,Kharif,Sugarcane,Alluvial,684.4,32.9,42.5,136.8,6.8,Canal,Rice,High,192.3,39.6,59.0,6,50.61
Haryana,District_16,Zaid,Maize,Loamy,1532.1,27.0,54.9,239.3,5.6,Tubewell,Sugarcane,Medium,54.5,68.4,63.1,8,2.25
Odisha,District_19,Rabi,Rice,Loamy,1333.7,28.1,56.9,207.2,7.8,Drip,Cotton,Medium,172.3,56.4,129.8,2,3.73
Punjab,District_27,Rabi,Pulses,Alluvial,954.4,23.6,73.2,275.6,6.1,Sprinkler,Rice,High,104.9,27.0,78.4,1,1.03
Karnataka,District_14,Kharif,Sugarcane,Sandy,1401.2,17.7,80.2,286.2,7.0,Canal,Sugarcane,High,83.9,28.6,136.5,2,65.4
West Bengal,District_4,Rabi,Maize,Red,962.5,18.4,89.6,298.5,7.8,Tubewell,Cotton,High,115.8,39.1,58.9,2,1.95
Odisha,District_41,Rabi,Sugarcane,Alluvial,2263.3,23.8,70.4,264.1,6.8,Rainfed,Pulses,Low,53.3,44.4,135.1,7,73.25
Meghalaya,District_16,Rabi,Maize,Black,1089.1,35.2,71.4,223.8,7.0,Tubewell,Sugarcane,High,52.4,95.4,79.6,6,2.39
Karnataka,District_24,Kharif,Wheat,Red,1229.7,22.9,74.6,262.3,5.3,Tubewell,Maize,High,130.3,72.0,42.8,2,2.89
Manipur,District_5,Rabi,Maize,Alluvial,1175.8,36.4,84.3,66.9,6.7,Rainfed,Maize,Medium,67.2,31.3,61.2,5,2.63
Meghalaya,District_13,Zaid,Cotton,Black,373.0,25.3,91.9,64.5,6.2,Sprinkler,Sugarcane,Medium,101.1,37.9,100.1,8,1.77
Punjab,District_44,Kharif,Pulses,Black,2596.1,35.9,88.9,90.2,6.6,Tubewell,Cotton,Medium,193.9,67.9,128.2,3,0.96
Haryana,District_43,Kharif,Cotton,Sandy,597.6,26.0,65.5,257.4,6.5,Drip,Wheat,High,180.3,81.9,110.7,8,1.93
Meghalaya,District_30,Zaid,Pulses,Loamy,580.9,17.4,75.5,87.2,7.6,Rainfed,Cotton,High,155.6,38.1,70.7,4,1.01
Maharashtra,District_31,Kharif,Pulses,Black,608.9,26.8,68.2,290.1,7.3,Canal,Wheat,High,88.4,52.5,131.3,3,1.03
Rajasthan,District_36,Rabi,Sugarcane,Red,565.6,21.0,75.3,154.8,6.6,Drip,Pulses,Medium,90.9,88.9,62.6,5,54.52
Uttar Pradesh,District_13,Zaid,Cotton,Alluvial,1834.1,27.6,43.1,87.7,7.0,Canal,Sugarcane,High,85.1,23.3,58.1,9,1.86
Uttar Pradesh,District_6,Zaid,Wheat,Sandy,1486.1,23.5,46.2,253.3,5.6,Tubewell,Pulses,Medium,107.4,41.0,72.6,6,3.32
West Bengal,District_12,Zaid,Wheat,Alluvial,990.3,35.0,60.4,136.5,6.2,Rainfed,Wheat,Medium,125.1,45.0,67.5,4,2.49
Rajasthan,District_24,Rabi,Sugarcane,Alluvial,1997.8,23.0,52.5,278.3,6.6,Rainfed,Maize,High,74.0,66.6,57.5,5,56.46
Odisha,District_11,Kharif,Maize,Sandy,853.2,28.5,87.8,124.4,6.8,Rainfed,Sugarcane,High,50.4,57.7,83.8,1,2.03
Tamil Nadu,District_4,Kharif,Wheat,Red,714.1,34.3,61.7,189.9,6.3,Tubewell,Maize,Low,94.1,85.1,123.3,5,3.17
Maharashtra,District_33,Kharif,Wheat,Black,506.1,36.2,79.5,181.5,5.3,Tubewell,Cotton,Low,189.5,44.6,73.0,8,2.93
Gujarat,District_1,Rabi,Wheat,Red,1420.1,30.8,45.9,126.5,7.1,Rainfed,Cotton,High,170.6,57.5,126.8,3,2.79
Karnataka,District_7,Rabi,Sugarcane,Red,887.9,22.7,80.4,74.1,6.8,Drip,Sugarcane,Medium,100.5,90.6,46.3,5,50.19
Karnataka,District_13,Rabi,Pulses,Black,1029.6,22.4,86.8,291.2,5.5,Tubewell,Pulses,Low,121.6,38.5,124.4,4,1.22
Manipur,District_12,Kharif,Maize,Sandy,839.4,25.3,80.5,148.2,7.6,Sprinkler,Cotton,Medium,93.2,73.0,130.7,2,2.04
Tamil Nadu,District_14,Rabi,Maize,Red,917.0,17.8,75.9,98.1,7.8,Rainfed,Cotton,High,136.0,89.6,120.3,2,1.94
Maharashtra,District_12,Zaid,Rice,Sandy,1636.6,37.9,66.4,194.7,6.3,Tubewell,Rice,High,196.1,93.8,148.5,8,3.79
Karnataka,District_12,Rabi,Wheat,Sandy,1992.3,31.8,90.6,289.8,6.1,Sprinkler,Sugarcane,Medium,79.7,50.8,146.4,4,3.74
Manipur,District_30,Zaid,Pulses,Red,326.2,35.9,53.9,69.1,5.7,Tubewell,Cotton,Medium,163.6,89.5,78.3,9,1.1
West Bengal,District_2,Rabi,Rice,Black,1948.0,28.9,66.6,284.9,6.9,Sprinkler,Maize,Low,128.0,42.7,90.8,7,4.56
Maharashtra,District_48,Kharif,Rice,Loamy,1693.8,15.3,94.1,72.7,6.6,Drip,Wheat,Low,177.8,69.7,104.6,7,4.37
Tamil Nadu,District_26,Kharif,Rice,Black,272.8,36.5,44.6,171.8,5.5,Rainfed,Sugarcane,High,182.5,30.9,49.9,5,2.67
Punjab,District_37,Rabi,Sugarcane,Loamy,1991.0,25.0,90.1,297.6,6.8,Canal,Pulses,Medium,187.7,89.0,99.8,8,68.1
Haryana,District_46,Kharif,Cotton,Red,1669.2,29.3,53.9,169.1,5.6,Tubewell,Pulses,High,175.3,27.7,46.1,4,1.92
Punjab,District_45,Kharif,Wheat,Alluvial,925.4,32.1,50.9,255.6,6.5,Canal,Cotton,High,185.6,65.3,89.2,8,2.57
Maharashtra,District_49,Rabi,Wheat,Loamy,1364.3,25.9,78.2,148.5,7.6,Tubewell,Sugarcane,Low,177.9,89.8,107.0,8,2.99
Assam,District_19,Rabi,Maize,Red,668.2,21.1,84.1,62.9,6.2,Canal,Sugarcane,Low,135.7,45.2,61.3,2,2.44
Rajasthan,District_10,Rabi,Maize,Sandy,315.8,33.2,58.6,293.5,7.0,Tubewell,Sugarcane,Medium,176.0,69.7,101.8,9,2.62
Odisha,District_20,Kharif,Rice,Alluvial,1571.7,17.1,45.1,236.7,5.3,Sprinkler,Cotton,High,172.5,49.3,61.1,5,3.48
Haryana,District_3,Rabi,Rice,Loamy,1131.9,35.0,51.0,255.5,7.2,Canal,Wheat,High,187.2,93.0,124.3,2,3.4
Maharashtra,District_2,Rabi,Rice,Loamy,1295.7,26.7,70.8,60.2,6.9,Canal,Cotton,High,81.9,30.2,73.5,4,3.23
Assam,District_33,Zaid,Sugarcane,Red,317.9,33.7,87.8,166.7,7.1,Sprinkler,Rice,Low,182.8,92.7,94.1,8,61.66
Meghalaya,District_5,Kharif,Cotton,Red,451.3,29.9,67.1,119.6,6.2,Canal,Cotton,Medium,139.2,91.8,86.6,8,1.83
Maharashtra,District_19,Rabi,Pulses,Sandy,1821.1,15.2,48.3,240.5,6.0,Rainfed,Cotton,High,67.6,24.1,133.5,4,1.1
West Bengal,District_4,Kharif,Wheat,Loamy,2093.3,26.6,73.6,142.4,6.1,Tubewell,Pulses,Medium,78.1,99.3,106.8,6,2.55
Assam,District_13,Kharif,Wheat,Sandy,1592.1,27.3,78.3,235.0,7.1,Rainfed,Maize,High,62.0,86.6,59.2,2,2.85
Meghalaya,District_5,Kharif,Maize,Loamy,1715.0,37.8,49.7,240.2,6.2,Canal,Pulses,Low,103.5,42.8,88.5,3,3.19
Gujarat,District_2,Zaid,Wheat,Sandy,1031.1,33.1,45.5,290.5,5.8,Tubewell,Wheat,Medium,187.3,98.9,51.0,7,3.16
Rajasthan,District_48,Kharif,Pulses,Red,1495.4,28.5,77.2,276.5,7.5,Canal,Cotton,High,190.5,87.3,99.5,9,1.27
Maharashtra,District_22,Kharif,Cotton,Red,1572.7,36.1,86.8,89.8,7.1,Tubewell,Wheat,High,106.1,58.4,47.5,7,1.81
Rajasthan,District_17,Kharif,Wheat,Loamy,727.6,15.4,70.8,241.7,6.2,Drip,Sugarcane,Low,136.1,24.1,66.1,6,3.26
Manipur,District_5,Rabi,Maize,Red,597.3,33.9,86.7,156.9,6.3,Tubewell,Sugarcane,High,73.3,81.8,121.1,2,2.44
Manipur,District_49,Zaid,Sugarcane,Black,1090.4,28.9,87.6,155.3,5.2,Sprinkler,Wheat,Medium,180.8,66.5,50.2,7,60.47
Uttar Pradesh,District_36,Kharif,Rice,Sandy,2453.7,37.6,70.8,240.8,5.4,Canal,Maize,High,119.4,25.2,53.4,5,3.28
Manipur,District_38,Kharif,Pulses,Alluvial,1084.7,29.4,60.5,228.3,6.8,Rainfed,Wheat,High,103.2,42.7,147.9,6,1.35
Haryana,District_8,Rabi,Cotton,Sandy,1169.9,28.7,69.8,187.5,6.5,Tubewell,Cotton,Low,166.7,71.4,63.7,8,2.33
Karnataka,District_21,Kharif,Cotton,Red,854.7,21.2,64.5,257.7,5.8,Canal,Cotton,Low,171.1,91.2,62.1,7,2.01
Meghalaya,District_48,Zaid,Wheat,Black,1405.5,20.8,66.0,94.2,6.7,Sprinkler,Rice,Medium,53.5,35.2,118.4,1,3.15
West Bengal,District_16,Rabi,Sugarcane,Black,879.5,27.7,50.3,284.0,5.4,Tubewell,Maize,Low,57.7,88.9,132.4,8,59.96
Punjab,District_39,Kharif,Pulses,Loamy,1352.8,24.3,53.9,161.0,7.6,Drip,Wheat,Medium,100.2,72.5,76.3,7,1.06
Manipur,District_19,Zaid,Wheat,Black,1246.9,28.8,93.6,233.7,6.9,Rainfed,Rice,High,174.5,20.9,68.3,9,3.32
Manipur,District_26,Kharif,Pulses,Loamy,890.2,29.4,82.2,205.1,7.1,Rainfed,Maize,High,110.3,99.7,58.7,4,1.07
West Bengal,District_10,Zaid,Sugarcane,Sandy,1071.2,29.7,83.6,199.5,7.2,Sprinkler,Maize,Medium,95.0,62.5,131.0,6,69.23
Meghalaya,District_2,Kharif,Sugarcane,Black,780.0,34.7,51.5,298.2,6.3,Sprinkler,Cotton,Low,91.3,20.2,53.8,3,73.48
Rajasthan,District_27,Kharif,Maize,Red,392.5,20.6,66.9,264.7,5.7,Tubewell,Wheat,High,105.2,83.8,113.1,6,2.04
Karnataka,District_2,Kharif,Pulses,Sandy,526.4,36.9,82.5,226.9,5.3,Rainfed,Rice,Medium,163.9,73.6,102.6,7,1.22
Manipur,District_43,Zaid,Maize,Sandy,488.5,37.4,44.1,60.8,5.3,Canal,Maize,Medium,174.7,20.1,64.4,5,2.01
Karnataka,District_9,Rabi,Rice,Alluvial,853.9,35.7,85.3,74.3,7.3,Tubewell,Cotton,High,113.5,64.9,51.9,5,3.01
Gujarat,District_4,Kharif,Wheat,Alluvial,1208.2,31.4,89.2,298.3,5.8,Drip,Maize,High,75.2,93.0,84.2,4,2.64
Assam,District_15,Rabi,Maize,Sandy,1239.0,16.2,72.9,120.3,6.5,Sprinkler,Rice,High,107.6,74.9,93.8,3,2.09
Meghalaya,District_17,Rabi,Rice,Alluvial,544.0,15.9,87.0,290.7,5.8,Canal,Rice,Medium,185.3,92.5,108.9,5,3.3
West Bengal,District_34,Rabi,Pulses,Red,1390.4,28.7,63.9,115.7,7.3,Sprinkler,Pulses,Medium,72.4,70.4,107.2,2,1.32
Assam,District_32,Rabi,Sugarcane,Red,713.3,33.0,64.3,164.2,6.6,Tubewell,Cotton,High,63.4,99.0,133.2,5,53.86
Assam,District_25,Zaid,Maize,Loamy,1010.2,29.1,45.2,287.5,5.9,Canal,Cotton,Medium,143.3,88.4,76.5,9,3.14
Uttar Pradesh,District_4,Rabi,Wheat,Loamy,1688.3,31.0,90.2,132.6,6.1,Rainfed,Cotton,High,84.0,72.1,67.9,2,2.79
Assam,District_7,Kharif,Rice,Alluvial,1059.8,23.4,58.3,124.6,6.2,Sprinkler,Rice,High,125.8,58.1,129.3,4,2.94
West Bengal,District_33,Zaid,Cotton,Sandy,1042.2,16.1,70.6,89.5,5.9,Tubewell,Maize,Low,170.6,60.4,122.7,5,2.4
Uttar Pradesh,District_19,Zaid,Sugarcane,Sandy,558.1,24.4,73.4,286.1,5.7,Canal,Maize,High,112.6,65.0,100.2,3,48.56
West Bengal,District_26,Kharif,Sugarcane,Red,1356.7,28.0,58.1,163.9,5.4,Canal,Wheat,Low,63.4,50.8,52.7,1,68.31
Maharashtra,District_29,Zaid,Sugarcane,Red,804.9,30.0,61.7,75.4,7.0,Rainfed,Wheat,Medium,166.1,95.5,85.0,9,52.56
Meghalaya,District_36,Rabi,Cotton,Sandy,1276.3,28.9,72.0,85.0,5.5,Canal,Wheat,Medium,135.7,45.2,52.3,1,1.78
Rajasthan,District_26,Kharif,Pulses,Loamy,1264.5,24.0,58.5,87.8,5.4,Drip,Sugarcane,Low,96.3,73.4,71.7,1,1.39
Haryana,District_42,Rabi,Cotton,Black,2209.1,26.5,53.8,183.3,5.5,Sprinkler,Rice,Medium,108.0,55.9,117.4,2,1.78
West Bengal,District_18,Kharif,Maize,Loamy,619.7,26.6,66.1,220.7,6.0,Tubewell,Sugarcane,Medium,54.5,77.9,143.6,7,2.63
Tamil Nadu,District_14,Zaid,Wheat,Black,437.1,33.6,78.0,209.1,5.9,Sprinkler,Maize,Low,110.3,31.8,123.0,2,3.36
West Bengal,District_45,Rabi,Sugarcane,Black,974.8,26.2,87.0,104.9,6.1,Drip,Rice,High,72.6,56.1,137.0,7,51.62
Tamil Nadu,District_12,Zaid,Pulses,Red,889.3,34.3,86.1,297.1,6.6,Sprinkler,Sugarcane,Low,50.3,91.9,145.2,1,1.34
Gujarat,District_6,Rabi,Wheat,Alluvial,617.6,30.5,93.6,101.7,6.8,Rainfed,Sugarcane,Low,121.1,47.2,140.6,8,3.07
Manipur,District_22,Rabi,Sugarcane,Red,1811.6,29.9,41.8,84.7,6.6,Rainfed,Pulses,Medium,155.6,93.1,88.2,5,65.06
Gujarat,District_3,Zaid,Wheat,Loamy,1783.1,22.1,84.9,200.2,6.0,Rainfed,Sugarcane,Medium,154.9,88.6,101.3,2,3.13
Karnataka,District_35,Zaid,Rice,Loamy,1626.7,19.5,59.0,222.8,7.4,Canal,Sugarcane,Medium,79.9,39.7,130.6,4,3.93
Assam,District_31,Rabi,Maize,Red,950.6,24.0,55.5,84.5,7.4,Drip,Wheat,High,192.4,91.5,123.6,7,2.32
Karnataka,District_13,Kharif,Cotton,Alluvial,1156.0,25.6,53.1,84.3,5.9,Rainfed,Rice,High,134.5,33.6,44.4,8,2.16
Odisha,District_47,Kharif,Cotton,Loamy,1634.3,28.4,43.8,129.9,5.9,Sprinkler,Rice,High,121.9,90.3,146.9,5,2.12
Punjab,District_8,Zaid,Sugarcane,Alluvial,1810.8,18.7,54.4,187.5,6.2,Drip,Maize,Medium,148.6,55.7,125.3,1,70.38
Maharashtra,District_3,Zaid,Sugarcane,Red,1557.3,32.9,43.6,209.6,5.3,Drip,Pulses,Low,161.6,24.9,148.2,2,68.11
Uttar Pradesh,District_33,Zaid,Rice,Sandy,1041.8,17.0,66.9,256.7,5.4,Drip,Pulses,High,82.6,82.2,90.4,3,3.56
Gujarat,District_38,Zaid,Rice,Loamy,3258.2,34.5,66.2,136.1,7.3,Canal,Cotton,High,184.5,48.7,119.9,8,2.94
Odisha,District_27,Rabi,Sugarcane,Black,1582.3,21.4,40.2,270.0,6.9,Tubewell,Maize,Low,67.7,49.1,129.3,2,87.48
Manipur,District_35,Kharif,Rice,Alluvial,1354.3,27.5,57.1,120.5,7.3,Rainfed,Cotton,Medium,189.2,45.7,133.2,7,3.54
Tamil Nadu,District_10,Rabi,Pulses,Loamy,831.6,16.9,53.6,218.2,6.6,Drip,Maize,Low,142.0,22.5,48.8,1,1.37
Manipur,District_5,Zaid,Cotton,Black,679.2,27.7,87.9,249.2,6.7,Sprinkler,Wheat,High,158.6,73.0,47.3,2,1.63
Manipur,District_49,Kharif,Sugarcane,Black,975.4,35.0,50.2,60.8,7.5,Sprinkler,Sugarcane,Medium,84.2,85.7,100.6,2,48.0
Rajasthan,District_11,Zaid,Sugarcane,Red,778.4,30.5,77.4,292.7,5.8,Rainfed,Sugarcane,High,184.2,92.5,90.4,4,49.68
Rajasthan,District_2,Kharif,Sugarcane,Sandy,2467.9,21.7,84.4,287.1,6.2,Sprinkler,Maize,Medium,175.3,81.8,104.9,1,69.89
Haryana,District_36,Zaid,Pulses,Red,383.0,37.8,60.0,219.7,6.0,Rainfed,Maize,High,120.0,26.7,124.0,5,1.05
West Bengal,District_46,Zaid,Cotton,Black,1778.6,18.3,80.8,296.9,6.2,Rainfed,Wheat,Low,179.5,51.8,112.2,9,2.29
Gujarat,District_21,Kharif,Cotton,Alluvial,593.2,27.9,43.2,99.5,7.7,Rainfed,Sugarcane,High,161.7,69.1,63.0,2,1.58
Maharashtra,District_28,Kharif,Cotton,Loamy,1467.6,18.3,45.6,277.3,6.2,Sprinkler,Maize,Low,154.4,56.5,120.4,6,2.6
Assam,District_48,Zaid,Sugarcane,Alluvial,972.4,36.1,90.4,195.5,7.1,Rainfed,Rice,Medium,109.1,25.8,98.2,9,61.95
Punjab,District_29,Zaid,Rice,Red,1364.6,18.5,81.7,71.5,6.3,Rainfed,Cotton,Low,178.3,96.3,67.4,5,3.78
Punjab,District_47,Kharif,Wheat,Alluvial,1104.7,17.8,72.1,81.4,7.5,Drip,Maize,Low,95.3,33.8,67.6,1,3.62
Manipur,District_11,Rabi,Rice,Sandy,320.8,23.7,64.1,91.2,5.6,Sprinkler,Cotton,Medium,65.2,31.7,139.0,6,3.06
Tamil Nadu,District_36,Kharif,Pulses,Black,1156.1,15.9,40.6,200.1,6.0,Sprinkler,Pulses,High,155.5,56.4,124.3,4,1.19
Odisha,District_14,Rabi,Pulses,Black,3225.0,31.6,40.7,94.8,5.9,Rainfed,Maize,Medium,114.6,42.1,90.7,2,1.25
Karnataka,District_39,Rabi,Pulses,Sandy,1271.0,28.0,86.9,284.3,5.4,Tubewell,Maize,High,168.0,97.3,91.4,4,1.18
Haryana,District_13,Zaid,Pulses,Loamy,1073.6,21.8,88.3,220.6,6.8,Drip,Cotton,High,90.2,52.5,101.3,6,1.28
Rajasthan,District_24,Rabi,Maize,Loamy,1141.0,27.5,91.4,275.4,6.6,Sprinkler,Cotton,High,110.6,24.4,109.6,3,2.5
Tamil Nadu,District_31,Zaid,Pulses,Black,2964.0,25.6,50.0,286.4,7.1,Canal,Rice,High,135.0,36.5,84.0,4,1.17
Meghalaya,District_45,Kharif,Maize,Sandy,496.3,36.7,45.6,280.2,7.5,Tubewell,Maize,High,101.4,22.3,113.0,9,2.26
Rajasthan,District_45,Zaid,Pulses,Alluvial,1108.4,36.7,79.9,66.8,5.7,Drip,Cotton,Medium,121.3,98.1,106.1,8,1.04
Haryana,District_26,Rabi,Sugarcane,Black,894.8,33.7,74.2,127.7,7.4,Canal,Pulses,High,160.3,60.1,44.9,6,50.79
Haryana,District_2,Rabi,Cotton,Black,1800.3,18.2,81.4,97.1,6.5,Rainfed,Rice,High,159.1,61.6,92.0,9,1.95
Uttar Pradesh,District_19,Rabi,Maize,Alluvial,809.3,20.6,78.6,268.8,6.2,Canal,Wheat,Low,51.0,31.4,74.3,4,2.57
Haryana,District_30,Zaid,Cotton,Loamy,1330.6,16.5,87.1,185.4,7.6,Rainfed,Wheat,Medium,50.5,20.0,121.4,8,1.72
Gujarat,District_29,Rabi,Rice,Alluvial,1283.1,33.9,55.0,94.1,6.6,Sprinkler,Pulses,Low,69.3,48.6,103.8,5,4.1
Meghalaya,District_28,Rabi,Pulses,Alluvial,384.7,29.6,73.0,194.2,7.6,Tubewell,Pulses,Medium,189.0,65.8,121.3,6,1.03
Odisha,District_45,Rabi,Rice,Red,1547.0,38.0,87.4,140.8,6.6,Drip,Wheat,Low,97.7,78.3,86.5,3,3.5
Karnataka,District_19,Zaid,Pulses,Alluvial,1245.9,29.2,44.6,259.1,5.3,Tubewell,Sugarcane,High,153.6,31.3,100.2,6,1.2
Tamil Nadu,District_27,Kharif,Pulses,Loamy,1062.8,33.3,46.7,195.9,7.8,Drip,Cotton,High,107.3,27.6,124.1,9,1.15
Uttar Pradesh,District_48,Rabi,Wheat,Alluvial,962.7,37.7,81.5,61.8,5.8,Rainfed,Maize,Low,90.1,63.4,57.4,3,3.1
West Bengal,District_5,Rabi,Rice,Black,589.2,23.7,69.1,115.1,5.3,Rainfed,Sugarcane,High,88.7,74.6,134.4,2,2.17
Assam,District_22,Rabi,Cotton,Loamy,549.9,25.0,87.9,199.3,6.9,Drip,Rice,Low,67.2,29.7,95.3,9,2.42
Assam,District_42,Rabi,Cotton,Sandy,1823.2,20.6,84.2,114.7,7.6,Canal,Pulses,Low,131.1,26.5,42.3,8,2.02
West Bengal,District_45,Zaid,Cotton,Alluvial,2628.9,29.4,58.7,78.5,7.6,Canal,Maize,Medium,78.6,92.7,64.8,7,1.76
Meghalaya,District_12,Rabi,Pulses,Alluvial,1408.8,27.8,53.6,230.0,6.7,Drip,Rice,High,110.6,24.2,76.4,8,1.07
